fpr,tpr
0.0,0.0
0.0,0.011764705882352941
0.010752688172043012,0.011764705882352941
0.010752688172043012,0.09411764705882353
0.021505376344086023,0.09411764705882353
0.021505376344086023,0.1411764705882353
0.053763440860215055,0.1411764705882353
0.053763440860215055,0.15294117647058825
0.06451612903225806,0.15294117647058825
0.06451612903225806,0.17647058823529413
0.07526881720430108,0.17647058823529413
0.07526881720430108,0.2
0.10752688172043011,0.2
0.10752688172043011,0.21176470588235294
0.13978494623655913,0.21176470588235294
0.13978494623655913,0.25882352941176473
0.15053763440860216,0.25882352941176473
0.15053763440860216,0.2823529411764706
0.16129032258064516,0.2823529411764706
0.16129032258064516,0.36470588235294116
0.17204301075268819,0.36470588235294116
0.17204301075268819,0.3764705882352941
0.1827956989247312,0.3764705882352941
0.1827956989247312,0.4235294117647059
0.1935483870967742,0.4235294117647059
0.1935483870967742,0.43529411764705883
0.20430107526881722,0.43529411764705883
0.20430107526881722,0.4588235294117647
0.22580645161290322,0.4588235294117647
0.22580645161290322,0.6
0.23655913978494625,0.6
0.23655913978494625,0.6470588235294118
0.24731182795698925,0.6470588235294118
0.24731182795698925,0.6705882352941176
0.25806451612903225,0.6705882352941176
0.25806451612903225,0.6823529411764706
0.26881720430107525,0.6823529411764706
0.26881720430107525,0.6941176470588235
0.27956989247311825,0.6941176470588235
0.27956989247311825,0.7411764705882353
0.2903225806451613,0.7411764705882353
0.2903225806451613,0.7647058823529411
0.3225806451612903,0.7647058823529411
0.3225806451612903,0.7764705882352941
0.34408602150537637,0.7764705882352941
0.34408602150537637,0.788235294117647
0.3655913978494624,0.788235294117647
0.3655913978494624,0.8117647058823529
0.45161290322580644,0.8117647058823529
0.45161290322580644,0.8352941176470589
0.46236559139784944,0.8352941176470589
0.46236559139784944,0.8470588235294118
0.4838709677419355,0.8470588235294118
0.4838709677419355,0.8705882352941177
0.5268817204301075,0.8705882352941177
0.5268817204301075,0.8941176470588236
0.6666666666666666,0.8941176470588236
0.6666666666666666,0.9058823529411765
0.7096774193548387,0.9058823529411765
0.7096774193548387,0.9294117647058824
0.7419354838709677,0.9294117647058824
0.7419354838709677,0.9529411764705882
0.8172043010752689,0.9529411764705882
0.8172043010752689,0.9647058823529412
0.8817204301075269,0.9647058823529412
0.8817204301075269,0.9764705882352941
0.9247311827956989,0.9764705882352941
0.9247311827956989,0.9882352941176471
0.946236559139785,0.9882352941176471
0.946236559139785,1.0
1.0,1.0
