ytruth,ypred
0,0.6968269068380886
1,0.5331625069795817
1,0.4527959972066053
1,0.4769664095713626
0,0.38629088819189994
0,0.737879371716541
0,0.1934230508135578
1,0.5519671969842453
0,0.3846674909944877
1,0.45363271171250447
1,0.6973700171279466
0,0.6110298134578077
0,0.5796757292015327
1,0.5931823073354143
0,0.5222061380774995
0,0.34825407617231424
0,0.4266812624773625
0,0.5009299401974753
1,0.5227961941098723
1,0.7455432312546512
1,0.7061467591446653
1,0.509080025506893
0,0.6002128113821592
0,0.4980120130485996
1,0.6785111870011283
0,0.42926621001440096
0,0.6967403356788934
1,0.22513332364655472
1,0.7450319146248555
0,0.47945181696660977
0,0.22950341246791847
0,0.30584959635864734
0,0.4052658104219076
0,0.3532411119002661
1,0.6750812355736415
1,0.6171468817352689
1,0.4261771270512784
1,0.5565609126258807
1,0.5047391518170717
0,0.4642868551706985
0,0.2736474751033391
1,0.7059780411544606
1,0.711001184440438
1,0.8801365608013344
0,0.4566557429854341
0,0.6273498505080912
1,0.7697405131622899
0,0.7039816026659432
0,0.3516879358580029
1,0.9398445095912571
1,0.5546287591144047
1,0.598143913613219
1,0.68007463467255
1,0.46606036851340177
1,0.7638243944006375
1,0.8705547785628915
1,0.8037450794714673
0,0.46736067349138394
0,0.3006315960378785
1,0.7615958484893848
0,0.24750483092707384
0,0.43824608136375887
0,0.40281278773668
0,0.17958673465126807
0,0.3542517754156544
1,0.4229773471878544
1,0.6506234924789245
1,0.6524207529626508
0,0.30577112809651524
0,0.31763530427302683
0,0.4372221150688148
0,0.23931839487150894
1,0.5410706800866262
1,0.5665564658682083
0,0.38199157445278015
0,0.20138624925605708
0,0.45641475555240846
1,0.46124556167797254
1,0.7977848012217624
0,0.7334761546814754
1,0.43069067215209783
1,0.5925187358104621
0,0.3533902789605292
1,0.3624198813810762
0,0.16620758428357235
0,0.22985237183610405
1,0.661105113724795
0,0.1967047833605602
0,0.375404029415037
0,0.39634877822452064
1,0.27856549650400897
1,0.30419054988755995
0,0.3374234375091202
1,0.4021079557213924
0,0.2651959552037195
1,0.3347023744375122
0,0.26475354439287696
0,0.6906567436724909
1,0.5876137754694138
1,0.7029505671042511
0,0.4674535897311619
1,0.6718411247572934
0,0.5205238020888581
0,0.500044508258492
1,0.6258272976244927
0,0.5301645638450121
0,0.7109966927240565
1,0.6820045769001759
1,0.5882423398177261
0,0.16776042441002087
0,0.26542641757245955
0,0.23480795837978657
1,0.4621593364066848
1,0.7604366483820638
1,0.8832410902478298
0,0.6798299745169226
0,0.7689221051655575
1,0.7766368566097295
0,0.673318194375063
1,0.5677761922270356
0,0.4215993280900535
0,0.3896638438974212
0,0.6115990391714485
1,0.6497094596239221
0,0.3017778856951307
0,0.5901227676185563
1,0.6690814170940954
0,0.34602371140958976
0,0.2760739903370624
0,0.5245791567125186
1,0.24811775208931122
0,0.3579686271346094
0,0.5750408163055384
1,0.7933157710052406
1,0.5150637213185503
0,0.36715541490289605
0,0.2876286630647065
1,0.7483428065126022
1,0.7877802327475669
1,0.4966749409098513
0,0.36143415142962876
0,0.5489788836187082
1,0.9483418920828369
0,0.5574600715553156
0,0.36798402394575597
1,0.5709670493984117
0,0.8366654339147215
1,0.567578414373181
0,0.5243080019129448
0,0.45228007322917013
1,0.9089533558901624
1,0.61801964935275
1,0.7062066810460889
0,0.3213054196322458
1,0.7516489969967914
1,0.43960416183882073
0,0.8153909264783191
1,0.6539423202350263
0,0.585400136534341
0,0.5908950851719972
1,0.6779287349681704
0,0.7211995417333409
1,0.728120463720415
1,0.6030722728689948
1,0.608585301030706
0,0.48038393760287507
1,0.715570724265952
1,0.6210133194549713
0,0.5344133350567893
0,0.5333551021677637
0,0.41599935003956195
1,0.6531738681022162
1,0.39911261527016284
0,0.22129119105358092
1,0.8607908923420302
1,0.9476861072444216
0,0.32645474879001635
0,0.707518521891706
