ytruth,ypred
0,0.6962403008112418
1,0.6176654620958596
1,0.46772435723199607
1,0.572168790328737
0,0.6067633402160718
0,0.69991805406642
0,0.25221497054258313
1,0.4683413901426122
0,0.43065077982518163
1,0.5218251867418101
1,0.7211545899790716
0,0.6236224996435338
0,0.6508707666996485
1,0.531825459355466
0,0.6145544703496131
0,0.40585919594367065
0,0.43433053396119553
0,0.5381484460956254
1,0.5166155106962981
1,0.6509665231915404
1,0.7217634242774662
1,0.5063567366265797
0,0.6890760808112142
0,0.4260006888306085
1,0.6969275340347372
0,0.5289484294320033
0,0.7409441041284168
1,0.29525730971724534
1,0.7033327907912856
0,0.48883034232704053
0,0.2654508870169013
0,0.448345713422409
0,0.4175069731371208
0,0.38793875713560777
1,0.6396199776540507
1,0.6320628925078502
1,0.4228942705043608
1,0.6727735341675696
1,0.44724659025664554
0,0.5
0,0.29989306712580766
1,0.6998882691001006
1,0.6845995624995651
1,0.8837904083457615
0,0.43313802660766987
0,0.5431085927172955
1,0.7899602437902844
0,0.7280783434667853
0,0.3924356565276117
1,0.8703665576513869
1,0.5969843554612387
1,0.5721628435785964
1,0.7149444871330228
1,0.5281143815514916
1,0.7762653820949914
1,0.8047617078726917
1,0.7886198456970556
0,0.49480034618957
0,0.37703885129328735
1,0.7546321859738855
0,0.3312285080681004
0,0.44181455822035465
0,0.43686053458298274
0,0.22559738210006147
0,0.38448922278943976
1,0.5
1,0.6457075945649817
1,0.6914198770748134
0,0.39178206367133395
0,0.38673345185185665
0,0.5380465487801795
0,0.30976966321973487
1,0.5
1,0.6623875777913194
0,0.47561981106096124
0,0.2500505644914802
0,0.5226470386248495
1,0.5880408668073317
1,0.8342981224576616
0,0.7293668293364501
1,0.6391281314084809
1,0.637989637694171
0,0.3444121982691038
1,0.4754007169675596
0,0.22490980813237346
0,0.29615294360742245
1,0.6977974529686185
0,0.40437306171369325
0,0.3019504520594361
0,0.3795223433835683
1,0.3463261601341119
1,0.3603040090604074
0,0.42052714524185464
1,0.41530192839251007
0,0.18866549629952184
1,0.5
0,0.36019782781423204
0,0.7064830478587418
1,0.6447675873718453
1,0.6909770494295576
0,0.446277640969517
1,0.5800336232104821
0,0.5593301314794334
0,0.4769414392073819
1,0.6279364517166189
0,0.572319453396924
0,0.6352818806482164
1,0.6742275521313574
1,0.5270526380272637
0,0.2758212712628687
0,0.4153321398103891
0,0.26455154011761667
1,0.5391707256523022
1,0.8030126433790297
1,0.8410837590765868
0,0.8208107010395125
0,0.7755591794396491
1,0.7622331891498622
0,0.7382134474084908
1,0.622841703492885
0,0.20731399327855465
0,0.5170780061518864
0,0.5492350820411727
1,0.5
0,0.3634767524668704
0,0.6068840046740326
1,0.6905304097193055
0,0.39584187578822627
0,0.3223597265991078
0,0.5696410878105969
1,0.3525971507665743
0,0.4085985392040177
0,0.5826292198076118
1,0.7216443069232741
1,0.5907080673462628
0,0.4360711250773629
0,0.37323597820639903
1,0.7799091063503659
1,0.7239506238556269
1,0.5074599823449318
0,0.4712346101223028
0,0.5542849633082013
1,0.9043758855004783
0,0.4352864932589749
0,0.40312776417940965
1,0.6449496787734653
0,0.7926090038166556
1,0.5452833806142066
0,0.5131242642676505
0,0.43072548696928664
1,0.632214352006536
1,0.5861299061363987
1,0.7295143127811752
0,0.36248207487163275
1,0.7517748672061101
1,0.5155145155105076
0,0.8163357068332663
1,0.5519191161877116
0,0.4712935871085872
0,0.5577609738278505
1,0.607097409316356
0,0.6300527938440745
1,0.7477478568672284
1,0.5747561763249912
1,0.5478517509306803
0,0.3958197377022418
1,0.6987308402716805
1,0.578788167419576
0,0.5105857698988185
0,0.5816831961102839
0,0.4690902454147953
1,0.6363202296027337
1,0.4438309257438658
0,0.22342595112333152
1,0.8269469002827726
1,0.8921411284987761
0,0.3465068406293497
0,0.6120833241912085
