data_type,algo,seed,train.val,auc
omics,avg,9,1,0.7738815789473685
omics,svc,10,0,0.7419354838709677
omics,rf,10,0,0.7271979759645794
omics,lr,10,0,0.7726755218216318
omics,avg,10,0,0.7639468690702088
subtype,svc,10,1,0.6420065789473685
subtype,rf,10,1,0.6013815789473684
subtype,lr,10,1,0.5976315789473684
subtype,avg,10,1,0.6013815789473684
all,svc,10,0,0.7415559772296014
all,rf,10,0,0.7653383934218849
all,lr,10,0,0.7726755218216318
all,avg,10,0,0.7733080328905756
all,svc,10,1,0.7187828947368421
all,rf,10,1,0.7432565789473685
all,lr,10,1,0.7281578947368421
all,avg,10,1,0.7543421052631578
subtype,svc,10,0,0.572675521821632
subtype,rf,10,0,0.5795698924731183
subtype,lr,10,0,0.5795698924731183
subtype,avg,10,0,0.5795698924731183
omics,svc,10,1,0.7127302631578947
omics,rf,10,1,0.736907894736842
omics,lr,10,1,0.7281578947368421
omics,avg,10,1,0.7338486842105263
omics,svc,1,0,0.6918406072106262
omics,rf,1,0,0.7377609108159392
omics,lr,1,0,0.727134724857685
omics,avg,1,0,0.7478810879190386
subtype,svc,1,1,0.5185690789473684
subtype,rf,1,1,0.5895723684210525
subtype,lr,1,1,0.5911348684210526
subtype,avg,1,1,0.5895723684210525
all,svc,1,0,0.7248576850094877
all,rf,1,0,0.7511701454775459
all,lr,1,0,0.7387729285262492
all,avg,1,0,0.7595192915876028
all,svc,1,1,0.7263815789473684
all,rf,1,1,0.7501973684210527
all,lr,1,1,0.7305263157894736
all,avg,1,1,0.7436184210526315
subtype,svc,1,0,0.572675521821632
subtype,rf,1,0,0.5795698924731183
subtype,lr,1,0,0.5795698924731183
subtype,avg,1,0,0.5795698924731183
omics,svc,1,1,0.7250657894736842
omics,rf,1,1,0.7400986842105263
omics,lr,1,1,0.7389473684210526
omics,avg,1,1,0.7641118421052632
omics,svc,3,0,0.7625553447185327
omics,rf,3,0,0.7272612270714738
omics,lr,3,0,0.7206831119544592
omics,avg,3,0,0.7671094244149274
subtype,svc,3,1,0.6284046052631579
subtype,rf,3,1,0.6179769736842106
subtype,lr,3,1,0.6179769736842106
subtype,avg,3,1,0.6354934210526316
all,svc,3,0,0.7587602783048705
all,rf,3,0,0.7235294117647059
all,lr,3,0,0.7228336495888678
all,avg,3,0,0.7644528779253636
all,svc,3,1,0.7221875000000001
all,rf,3,1,0.7366447368421053
all,lr,3,1,0.7252960526315789
all,avg,3,1,0.7492763157894737
subtype,svc,3,0,0.572675521821632
subtype,rf,3,0,0.5809614168247945
subtype,lr,3,0,0.5809614168247945
subtype,avg,3,0,0.5823529411764705
omics,svc,3,1,0.713453947368421
omics,rf,3,1,0.7155921052631579
omics,lr,3,1,0.7252960526315789
omics,avg,3,1,0.7308881578947368
omics,svc,5,0,0.7046173308032891
omics,rf,5,0,0.7113219481340924
omics,lr,5,0,0.7372549019607844
omics,avg,5,0,0.7531941808981657
subtype,svc,5,1,0.5945065789473685
subtype,rf,5,1,0.6145559210526316
subtype,lr,5,1,0.6145559210526316
subtype,avg,5,1,0.6095559210526316
all,svc,5,0,0.7371283997469956
all,rf,5,0,0.7358633776091081
all,lr,5,0,0.7353573687539532
all,avg,5,0,0.7601518026565466
all,svc,5,1,0.7449671052631578
all,rf,5,1,0.7324671052631578
all,lr,5,1,0.7356907894736843
all,avg,5,1,0.7625
subtype,svc,5,0,0.5533839342188489
subtype,rf,5,0,0.5809614168247945
subtype,lr,5,0,0.5809614168247945
subtype,avg,5,0,0.5809614168247945
omics,svc,5,1,0.7397697368421052
omics,rf,5,1,0.7323026315789474
omics,lr,5,1,0.7348684210526316
omics,avg,5,1,0.7702302631578948
omics,svc,8,0,0.7213156230234029
omics,rf,8,0,0.7395319418089817
omics,lr,8,0,0.7796331435800126
omics,avg,8,0,0.7722960151802657
subtype,svc,8,1,0.6078125000000001
subtype,rf,8,1,0.6165296052631579
subtype,lr,8,1,0.6139309210526316
subtype,avg,8,1,0.6139309210526316
all,svc,8,0,0.7533206831119544
all,rf,8,0,0.6951929158760279
all,lr,8,0,0.7777356103731815
all,avg,8,0,0.7767235926628715
all,svc,8,1,0.7048684210526315
all,rf,8,1,0.7165131578947368
all,lr,8,1,0.7168421052631578
all,avg,8,1,0.7344736842105264
subtype,svc,8,0,0.5533839342188489
subtype,rf,8,0,0.5809614168247945
subtype,lr,8,0,0.5795698924731183
subtype,avg,8,0,0.5795698924731183
omics,svc,8,1,0.7093256578947369
omics,rf,8,1,0.6962171052631578
omics,lr,8,1,0.7197697368421053
omics,avg,8,1,0.732796052631579
omics,svc,7,0,0.7639468690702087
omics,rf,7,0,0.7542061986084757
omics,lr,7,0,0.7576217583807716
omics,avg,7,0,0.7819101834282101
subtype,svc,7,1,0.6192763157894737
subtype,rf,7,1,0.6257401315789474
subtype,lr,7,1,0.6253453947368421
subtype,avg,7,1,0.6332401315789473
all,svc,7,0,0.7596457938013915
all,rf,7,0,0.6809614168247945
all,lr,7,0,0.7576217583807716
all,avg,7,0,0.7663504111321949
all,svc,7,1,0.729095394736842
all,rf,7,1,0.7188157894736842
all,lr,7,1,0.726217105263158
all,avg,7,1,0.745
subtype,svc,7,0,0.5437697659709044
subtype,rf,7,0,0.5795698924731183
subtype,lr,7,0,0.5795698924731183
subtype,avg,7,0,0.5795698924731183
omics,svc,7,1,0.7275
omics,rf,7,1,0.7182894736842106
omics,lr,7,1,0.726217105263158
omics,avg,7,1,0.7458552631578947
