ytruth,ypred
0,0.6
1,0.62
1,0.6
1,0.6
0,0.625
0,0.1392857142857143
0,0.2
1,0.2
0,0.3875
1,0.55
1,0.6033333333333333
0,0.8
0,0.5
1,0.6
0,0.3
0,0.175
0,0.3
0,0.7
1,0.6
1,0.8
1,0.5783333333333334
1,0.38
0,0.5142857142857142
0,0.595
1,1.0
0,0.625
0,0.6
1,0.325
1,0.6
0,0.825
0,0.58
0,0.7
0,0.75
0,0.5
1,0.6
1,0.6666666666666666
1,0.3
1,0.6
1,0.8
0,0.275
0,0.5
1,0.6142857142857142
1,0.6925
1,0.9
0,0.6
0,0.7
1,0.775
0,0.5
0,0.1
1,0.85
1,0.525
1,0.4
1,0.45
1,0.6
1,0.6
1,0.9
1,0.7333333333333334
0,0.6
0,0.29500000000000004
1,0.6
0,0.6
0,0.85
0,0.525
0,0.375
0,0.4
1,0.5892857142857142
1,0.7
1,0.675
0,0.4
0,0.5
0,0.5857142857142857
0,0.35238095238095235
1,0.8
1,0.375
0,0.4875
0,0.2942857142857143
0,0.1
1,0.27999999999999997
1,0.8
0,0.55
1,0.5
1,0.525
0,0.6875
1,0.2875
0,0.255
0,0.5
1,0.75
0,0.5
0,0.6
0,0.3
1,0.3
1,0.3
0,0.3
1,0.48
0,0.2
1,0.4
0,0.3
0,0.35
1,0.8
1,0.8
0,0.6125
1,0.4333333333333333
0,0.7
0,0.6
1,0.6
0,0.6342857142857143
0,0.3
1,0.4925
1,0.6333333333333333
0,0.525
0,0.38571428571428573
0,0.475
1,0.6
1,0.7
1,0.625
0,0.35833333333333334
0,0.8
1,0.78
0,0.45833333333333337
1,0.30833333333333335
0,0.4333333333333334
0,0.5
0,0.625
1,0.325
0,0.475
0,0.5
1,0.6916666666666667
0,0.3
0,0.6190476190476191
0,0.775
1,0.4
0,0.225
0,0.6357142857142858
1,0.6833333333333333
1,0.5
0,0.225
0,0.4
1,0.55
1,0.9
1,0.62
0,0.35
0,0.7333333333333333
1,0.625
0,0.7333333333333333
0,0.4
1,0.6
0,1.0
1,0.7125
0,0.725
0,0.35
1,0.9
1,0.6
1,0.95
0,0.4
1,1.0
1,0.475
0,0.9
1,0.6
0,0.7907142857142857
0,0.5
1,0.7125
0,0.5875
1,0.575
1,0.6
1,0.575
0,0.5375
1,0.7
1,0.75
0,0.8
0,0.6
0,0.4057142857142857
1,0.8
1,0.1875
0,0.3
1,0.675
1,0.9
0,0.6
0,0.48
