fpr,tpr
0.0,0.0
0.0,0.011764705882352941
0.0,0.16470588235294117
0.010752688172043012,0.16470588235294117
0.010752688172043012,0.17647058823529413
0.03225806451612903,0.17647058823529413
0.03225806451612903,0.2235294117647059
0.043010752688172046,0.2235294117647059
0.043010752688172046,0.23529411764705882
0.053763440860215055,0.23529411764705882
0.053763440860215055,0.2823529411764706
0.06451612903225806,0.2823529411764706
0.06451612903225806,0.3176470588235294
0.07526881720430108,0.3176470588235294
0.07526881720430108,0.32941176470588235
0.0967741935483871,0.32941176470588235
0.0967741935483871,0.35294117647058826
0.11827956989247312,0.35294117647058826
0.11827956989247312,0.36470588235294116
0.12903225806451613,0.36470588235294116
0.12903225806451613,0.4470588235294118
0.13978494623655913,0.4470588235294118
0.13978494623655913,0.47058823529411764
0.16129032258064516,0.47058823529411764
0.16129032258064516,0.49411764705882355
0.17204301075268819,0.49411764705882355
0.17204301075268819,0.5176470588235295
0.20430107526881722,0.5176470588235295
0.20430107526881722,0.5529411764705883
0.21505376344086022,0.5529411764705883
0.21505376344086022,0.5882352941176471
0.26881720430107525,0.5882352941176471
0.26881720430107525,0.6
0.2903225806451613,0.6
0.2903225806451613,0.6235294117647059
0.3010752688172043,0.6235294117647059
0.3010752688172043,0.6352941176470588
0.3225806451612903,0.6352941176470588
0.3225806451612903,0.6470588235294118
0.34408602150537637,0.6470588235294118
0.34408602150537637,0.6588235294117647
0.3548387096774194,0.6588235294117647
0.3548387096774194,0.6823529411764706
0.3655913978494624,0.6823529411764706
0.3655913978494624,0.6941176470588235
0.3763440860215054,0.6941176470588235
0.3763440860215054,0.7058823529411765
0.3870967741935484,0.7058823529411765
0.3870967741935484,0.7529411764705882
0.3978494623655914,0.7529411764705882
0.3978494623655914,0.788235294117647
0.43010752688172044,0.788235294117647
0.43010752688172044,0.8117647058823529
0.45161290322580644,0.8117647058823529
0.45161290322580644,0.8352941176470589
0.46236559139784944,0.8352941176470589
0.46236559139784944,0.8588235294117647
0.4731182795698925,0.8588235294117647
0.4731182795698925,0.8941176470588236
0.4946236559139785,0.8941176470588236
0.4946236559139785,0.9058823529411765
0.5161290322580645,0.9058823529411765
0.5161290322580645,0.9176470588235294
0.5268817204301075,0.9176470588235294
0.5268817204301075,0.9294117647058824
0.5483870967741935,0.9294117647058824
0.5483870967741935,0.9411764705882353
0.6559139784946236,0.9411764705882353
0.6559139784946236,0.9529411764705882
0.6774193548387096,0.9529411764705882
0.6774193548387096,0.9764705882352941
0.7634408602150538,0.9764705882352941
0.7634408602150538,0.9882352941176471
0.956989247311828,0.9882352941176471
0.956989247311828,1.0
1.0,1.0
