ytruth,ypred
0,0.504874530625588
1,0.36821943589353096
1,0.4253141321339202
1,0.381207206610348
0,0.4025689178896971
0,0.6143834093222685
0,0.12875119346692893
1,0.3811418147465975
0,0.39252160592267304
1,0.413839268907259
1,0.8113982428234773
0,0.7177713752639383
0,0.5765601576482683
1,0.5363404720182812
0,0.2866402996966981
0,0.5840873249869495
0,0.2677195503824227
0,0.7088022309113593
1,0.5434320139047982
1,0.6939292138257812
1,0.8229384456849931
1,0.4335545944852791
0,0.6451996310028884
0,0.5124004215500441
1,0.7293001142484502
0,0.45728372509088133
0,0.8382097378387262
1,0.22689972182813553
1,0.7794779362505366
0,0.7633439904645318
0,0.4641069198065293
0,0.18906553715949387
0,0.4832532629813538
0,0.33125042115727765
1,0.677242383168032
1,0.7135261645739926
1,0.48622991528563475
1,0.6925744802506264
1,0.7237810678859143
0,0.5193219618948106
0,0.24147506850080014
1,0.6096391691994761
1,0.5167194611278283
1,0.7372393495043881
0,0.6547323347178201
0,0.594137092934397
1,0.8010688293599394
0,0.568731064695902
0,0.36862089687291144
1,0.7904440686465507
1,0.7088165582444463
1,0.5936390989341928
1,0.5542855247648117
1,0.7010585640744131
1,0.6480031704768449
1,0.7415499705660725
1,0.7523687383755017
0,0.28417666545120446
0,0.4414296098528356
1,0.6592506637166625
0,0.33358545164199505
0,0.5979128458813022
0,0.43748701820438973
0,0.3019200992907496
0,0.21630109886381227
1,0.7006207068076141
1,0.8016408696865313
1,0.6942603748143142
0,0.38509217807001284
0,0.45292783894187194
0,0.6569781633309666
0,0.23264547493637658
1,0.6151872247921196
1,0.4670763724493234
0,0.3858339405407648
0,0.16288418476887476
0,0.18974617136871663
1,0.39164054388964253
1,0.6991089448804554
0,0.5611024590810861
1,0.3805621079544681
1,0.6423335369676589
0,0.5985245595380205
1,0.2805690639362544
0,0.2952691123770174
0,0.14216699763181218
1,0.5715401040412099
0,0.46995100638797516
0,0.38378360778873016
0,0.5866568723446146
1,0.4294103176390987
1,0.3603297603929262
0,0.48239853952886536
1,0.6149167246423616
0,0.4891308272554532
1,0.2926767289662175
0,0.2846850244317527
0,0.40853786435247713
1,0.7822519270431634
1,0.7688107103235605
0,0.5452333730996775
1,0.6429814659751945
0,0.47125275076601125
0,0.6443280332718185
1,0.7338191109861776
0,0.7466247162031011
0,0.6864680887566628
1,0.5972364201708039
1,0.6574087290777438
0,0.308089338045469
0,0.34894731333148404
0,0.4505235121541502
1,0.5574361546782278
1,0.7228917348851591
1,0.744935608862823
0,0.5628147110903341
0,0.6818587977846106
1,0.6443746849109749
0,0.5415682333233315
1,0.644296522575187
0,0.5263559032665355
0,0.4395945881626332
0,0.5852967895051642
1,0.6245743915576021
0,0.2649111710407956
0,0.6311405008078707
1,0.7188835427957109
0,0.46519911104379913
0,0.3068421867468347
0,0.6139243137765713
1,0.46016354269891374
0,0.250390480276744
0,0.5947485989129923
1,0.6920078334483013
1,0.5561693342270378
0,0.6048976343929072
0,0.4627578282584411
1,0.645776085855745
1,0.832934257892597
1,0.6476560076819183
0,0.6066625718139698
0,0.6455008616610205
1,0.6473014456264622
0,0.6676815870979662
0,0.3264882007521017
1,0.5067936986713605
0,0.708455632790004
1,0.571651115595343
0,0.6583488517285804
0,0.6767313175737354
1,0.7366956583854111
1,0.7261418253364654
1,0.8087828645192588
0,0.35743256145796565
1,0.7680647876446216
1,0.44784996862433957
0,0.8116362469750329
1,0.6013196016303884
0,0.36991597126208176
0,0.7213650033433777
1,0.6510409280307633
0,0.4623040435734136
1,0.5897071264224506
1,0.6082434300927013
1,0.5324864118301247
0,0.3388836134299644
1,0.5660714893884183
1,0.6259878745729093
0,0.6735263581915614
0,0.511822245481217
0,0.5497218457295056
1,0.5811220734077248
1,0.5884363264033874
0,0.39221866979402087
1,0.701234385131223
1,0.845170643990422
0,0.49950336527091943
0,0.24797080755738862
