feature_name,avg_1,avg_2,avg_3,avg_4,avg_5,avg_6,avg_7,avg_8,avg_9,avg_10,avg_mean,avg_std,avg_rank,rf_1,rf_2,rf_3,rf_4,rf_5,rf_6,rf_7,rf_8,rf_9,rf_10,rf_mean,rf_std,rf_rank,svc_1,svc_2,svc_3,svc_4,svc_5,svc_6,svc_7,svc_8,svc_9,svc_10,svc_mean,svc_std,svc_rank,lr_1,lr_2,lr_3,lr_4,lr_5,lr_6,lr_7,lr_8,lr_9,lr_10,lr_mean,lr_std,lr_rank
MP0151,0.0545677877752918,0.0529572927294917,0.0277947289138368,0.0589030744422375,0.0635126516294393,0.0664808285569246,0.0469047317447423,0.115492592677436,0.0970036815129194,0.0952427181686867,0.06788600881510061,0.025322273631861167,11,0.0371421433793102,0.0394696698909589,0.0306618417529584,0.013372696695583,0.0511542924718586,0.0259161915964929,0.0755339244773781,0.0410723090435032,0.0577043135366251,0.0371421433793102,0.04091695262239786,0.016445201888376913,2,0.1445973701085522,0.0674712658466539,0.0580159209314039,0.167243916229193,0.0520771444239957,0.0580159209314039,0.0580159209314039,0.2132185006171881,0.1445973701085522,0.167243916229193,0.11304972463575398,0.057253403785348884,17,0.0,0.0671387746847081,0.0,0.0,0.1122314117191069,0.1213460730510237,0.0242181689434033,0.1024884676510025,0.1058333365429212,0.1000750722149519,0.06333313048071176,0.049013917445681,11
CFH,0.0599868979540747,0.0449452362765157,0.0209298554517822,0.062298750906679,0.060221444584254,0.064933015233145,0.0202383159843335,0.1294308761857184,0.0995253683400317,0.096798762478797,0.06593085233953312,0.0327857924435393,12,0.0,0.0004632691222528,0.0023810872597084,0.000817247322283,0.0,0.0,0.0,0.0020338026753607,0.0037448047369954,0.0,0.0009440211116600299,0.0012569902645480754,96,0.1799606938622241,0.0847812311433796,0.0607149479530005,0.1864724101039384,0.0546071894146745,0.0607149479530005,0.0607149479530005,0.2857792785712856,0.1799606938622241,0.1864724101039384,0.13401787509206659,0.0758987659677348,11,0.0,0.049994620992464,0.0,0.0,0.1260571443380876,0.1340840977464345,0.0,0.1016027691936746,0.1157403709061389,0.1039238773324525,0.06314028805092521,0.05569612170422213,12
A2M,0.0456516126008125,0.0370731362394721,0.0153733632825004,0.0478597887466241,0.0719191698159008,0.0823777005076434,0.0151402487446874,0.1228970977105533,0.0971940430137695,0.092081532304744,0.06275676929667075,0.034377802126128607,13,0.0,0.0,0.001012167633542,0.0,0.0007824841667623,0.007036665624529,0.0,0.0063716581809584,0.002141860489835,0.0,0.00173448360956267,0.002573959757174277,74,0.1369548378024378,0.0589805013650004,0.0454207462340623,0.1435793662398725,0.0396364136306747,0.0454207462340623,0.0454207462340623,0.2335091166671239,0.1369548378024378,0.1435793662398725,0.10294566784496065,0.06207302448973129,21,0.0,0.052238907353416,0.0,0.0,0.175704736926422,0.1968207590359783,0.0,0.1307522308340306,0.1535400318939519,0.1326652306743596,0.08417218967181583,0.07730500938350089,10
MP0103,0.0555656119850492,0.0739678568688851,0.0401314390249578,0.0626833683539397,0.057790782117685,0.0621441254890289,0.0397295397476935,0.0906665703238382,0.0599503438242471,0.0746280741415661,0.06172577118768906,0.014702833646799375,14,0.0301389421961731,0.023190571056847,0.0216790736840986,0.0185512665588316,0.0426799381750129,0.0322868727265328,0.0,0.0259886018619703,0.0100972072539802,0.0428934650083397,0.02475059385217862,0.012710628716169244,3,0.141425677449179,0.1031424104768853,0.0995922814640672,0.1710503767928404,0.0935383641699667,0.0995922814640672,0.0995922814640672,0.1642061163585433,0.141425677449179,0.1710503767928404,0.12846158438816357,0.030987770640167226,12,0.0,0.0986189532481494,0.0,0.0,0.0422405310449049,0.0580540197494294,0.0195963377790135,0.0850697957852375,0.0298521465313085,0.0159439166760089,0.03493757008140521,0.03382327204846068,18
exRNA000091,0.0641476238851417,0.0401592852631653,0.0260600006291039,0.0766193625461139,0.0277611765440334,0.0221493348218921,0.0272361161450597,0.1226419588397768,0.0632443165694982,0.0779039463941484,0.05479231216379334,0.030607779990036985,15,0.0268716871212491,0.0173355497598201,0.0168710447107858,0.0199169743741881,0.0270362687670539,0.0041718693369434,0.0225937805202653,0.0132600397771652,0.0220150006662424,0.026706876482914,0.019677909151662728,0.006814067711500145,5,0.169830077647612,0.0684760866521452,0.0624204506583468,0.2115230535421947,0.0596811721743066,0.0624204506583468,0.0624204506583468,0.3558129042129154,0.169830077647612,0.2115230535421947,0.1433937777394021,0.09385805106880264,7,0.0,0.0371230149083621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037123014908362097,0.011136904472508629,36
exRNA000035,0.0746573438302623,0.0136469518262797,0.0098500371833512,0.0904264620338577,0.0088101995786564,0.0157321569037181,0.0100616310535844,0.138824486190318,0.0743723945393479,0.0896550795942108,0.052603674273358644,0.04430614202265943,16,0.0,0.0014224973431418,0.0014492778782037,0.0041047462216453,0.001178359796467,0.0008821589873175,0.0,0.0060298215874237,0.0008978619221959,0.0,0.00159647237363949,0.0018659380188524848,80,0.223972031490787,0.0333882040486971,0.0301848931607535,0.2689652387826327,0.0271295683050119,0.0301848931607535,0.0301848931607535,0.4151869054926407,0.223972031490787,0.2689652387826327,0.15521338978754495,0.13455999141556182,6,0.0,0.008860129537953,0.0,0.0,0.0,0.0165682489247326,0.0,0.0,0.0,0.0,0.00254283784626856,0.005369809351709359,41
MP0086,0.0516124707525739,0.046714811942693,0.0180875068577406,0.0556837539945746,0.040699650802842,0.0455273414693594,0.0175128846887222,0.1139730833692097,0.0621252829690744,0.0663771926888779,0.05183139795356677,0.02588487738016882,17,0.0134714020789382,0.0138835746778112,0.0022196882502397,0.003287105063335,0.0162726704029165,0.0056459187384714,0.0,0.0030055615758838,0.0007839175507562,0.0134714020789382,0.0072041240417290205,0.005989767648873078,13,0.1428949459232631,0.0640694892030138,0.0525386540661669,0.1650227751336884,0.0466674967997219,0.0525386540661669,0.0525386540661669,0.2705530235535495,0.1428949459232631,0.1650227751336884,0.11547414138686889,0.07051440579600328,16,0.0,0.0628935848157232,0.0,0.0,0.062276689163022,0.079441438041404,0.0,0.0694182994643466,0.0428016468381409,0.0223631801690987,0.033919483849173544,0.03128995103236377,19
MP0141,0.0500969149326246,0.0429551020013707,0.0179719067299058,0.0572092940576123,0.0420743778623107,0.047184281912755,0.0177216345563501,0.0840412576744076,0.0703268265781915,0.0744789547727461,0.05040605510782744,0.02099906381729391,18,0.0044818612143759,0.0050845080755889,0.0018237200211028,0.0032280452506387,0.0143353711859724,0.0065682197194044,0.0,0.0038540576999965,0.0019230094613285,0.0044818612143759,0.0045780653842784,0.0037065063058638586,25,0.1471383803338508,0.0722940347206981,0.0531649036690503,0.169745650806297,0.0436678536744677,0.0531649036690503,0.0531649036690503,0.1789338116066265,0.1471383803338508,0.169745650806297,0.10881584732892388,0.05490703994384866,18,0.0,0.0528574432948828,0.0,0.0,0.0747082646982524,0.0841424722407785,0.0,0.070373025655927,0.0630818732991592,0.050540041961674,0.03957031211506739,0.0335902888827058,16
exRNA000059,0.0477900249861332,0.038765669599116,0.0210936669260091,0.0613472708482088,0.0377962562252337,0.0428549893320629,0.0209640815528983,0.0954617587458807,0.0591282844402489,0.0650062282516113,0.04902082309074029,0.0212230865179196,19,0.001538733403821,0.0004568630288911,0.0009711160616562,0.0059296615991409,0.0047302659903451,0.0,0.0,0.0011772938681284,0.0,0.001538733403821,0.0016342667355803702,0.0019519538275756575,78,0.1435764812704213,0.0734716729269915,0.0628922446586952,0.1785685524363111,0.0592394955776011,0.0628922446586952,0.0628922446586952,0.2291403796627878,0.1435764812704213,0.1785685524363111,0.11948183495569306,0.05960016812745509,15,0.0,0.0429146564219964,0.0,0.0,0.0503634468883726,0.0656727233374936,0.0,0.0562317981473895,0.0338083720503256,0.0166565386305446,0.02656475354761223,0.024933213232830532,23
MP0128,0.0466055773209976,0.0439162163208069,0.0206233745062364,0.0573081604952357,0.0369010371350557,0.0398294435539165,0.018384541994749,0.0769254197343217,0.0663072327147509,0.0685818513628758,0.04753828551389462,0.018748543891431404,20,0.0,0.0032428076219625,0.0069945778800938,0.0037136065429463,0.0042779321267346,0.0,0.0,0.0017929266830545,0.0141975070624032,0.0,0.0034219357917194904,0.004233424678458397,35,0.1398167319629928,0.0650364090322702,0.0551536259842472,0.1698575371542692,0.0554222218606253,0.0551536259842472,0.0551536259842472,0.1612031921639245,0.1398167319629928,0.1698575371542692,0.10664712392440859,0.05047584197774223,20,0.0,0.066542961159668,0.0,0.0,0.0521111915857289,0.0643347046775024,0.0,0.0682897761372101,0.0466757070953064,0.0358880169343584,0.033384235758977414,0.02875324179881481,20
MP0183,0.0641688701517725,0.0111701093365878,0.002088884331034,0.0734940703471643,0.0167477101613697,0.021618977628404,0.0018593478219009,0.122788793680118,0.0648331764761479,0.0733966836380936,0.04521666235725927,0.038238091563166,21,0.0,0.0030977394102826,0.0008565340028404,0.0003598235547848,0.0090415412244285,0.0040544097708982,0.0,0.0069222750604714,0.0024904202742309,0.0,0.0026822743297936795,0.0030136514164454367,49,0.1925066104553175,0.0261284957240094,0.0055780434657028,0.2201900509142809,0.0158973553514154,0.0055780434657028,0.0055780434657028,0.3550561555507184,0.1925066104553175,0.2201900509142809,0.12392094597624484,0.12025578579092339,13,0.0,0.0049583720158469,0.0,0.0,0.026655619362861,0.0554993976720094,0.0,0.0105709294362123,0.0,0.0,0.00976843184869296,0.017241846130681297,31
MP0119,0.0786675841109408,0.0217234323054419,0.0109516056656418,0.0819933842696903,0.0043083330895541,0.0095729024466888,0.0118739897140069,0.0734695988520716,0.0795401574356223,0.0799245946623651,0.04520255825520236,0.03381447850076682,22,0.0092985536802219,0.0056915709278136,0.0022901003962968,0.0033237980490554,0.012861619564485,0.0043873046873441,0.0066955780790045,0.001530997095758,0.0018962608601968,0.0092985536802219,0.0057274337020398,0.003591902411090724,19,0.2394168875529803,0.0647145718065423,0.0309956525538963,0.2431883667392414,0.0180321533624047,0.0309956525538963,0.0309956525538963,0.2208243598298828,0.2394168875529803,0.2431883667392414,0.1361768551244962,0.10180344812172358,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52
MP0085,0.0429870081190189,0.0345951554691967,0.0201297110937427,0.0477536336914948,0.0411404105161791,0.0441497068794245,0.0195605122827114,0.0716995302538912,0.0603147021860245,0.0618135950320795,0.04441439655237632,0.016210756744373396,23,0.0,0.0012715318454742,0.0018212599258827,0.0019203432862647,0.0074309686788585,0.0101174065683584,0.0,0.0062275320605711,0.0011934339699501,0.0,0.00299824763353597,0.003413418549642752,44,0.128961024357057,0.0675319801000816,0.0586815368481345,0.1426666139604762,0.0539794259374034,0.0586815368481345,0.0586815368481345,0.158350850141863,0.128961024357057,0.1426666139604762,0.0999162143358818,0.041251454537017694,24,0.0,0.0368611171211241,0.0,0.0,0.0631096144642438,0.0773481747414279,0.0,0.053086315205044,0.0514078840739903,0.0427741711357626,0.03245872767415927,0.02842388543142276,21
exRNA000408,0.0443071831114681,0.0333187541150346,0.0134443889363208,0.0460351942919763,0.031378383917882,0.0363524033010297,0.0125824191663693,0.0768296017713005,0.0609864716880747,0.0586251198073676,0.04138599201068236,0.019413172837539516,24,0.0,0.0092172603746699,0.0028749580138373,0.001066125338676,0.0021421456493054,0.0115041268647464,0.0,0.0063903330555464,0.0035411727855511,0.0,0.00367361220823325,0.0038693101869675052,32,0.1329215493344047,0.0594262520525477,0.0377472574991082,0.1376705104230065,0.0374949120833338,0.0377472574991082,0.0377472574991082,0.1765936820687178,0.1329215493344047,0.1376705104230065,0.09279407382167462,0.052471379654821945,26,0.0,0.0316423260254325,0.0,0.0,0.0557633059429156,0.062759728829254,0.0,0.0488629418886734,0.0475601845799543,0.0382048489990964,0.02847933362653262,0.02459270409070524,22
MP0132,0.0236327930342702,0.036925624932446,0.016083033398296,0.029186825791234,0.0423169753328309,0.0546969520681866,0.0157653343383794,0.0949993396661368,0.050659748374308,0.0478937055497834,0.04121603324858713,0.02227341888021206,25,0.0,0.0045371647600284,0.0042867597369828,0.0039314010738511,0.0091776037262752,0.0073128849153948,0.0048048962673063,0.0036200783346603,0.0064149174885066,0.0,0.00440857063030055,0.002740675009876218,26,0.0708983791028108,0.0596386425480498,0.0443531806171409,0.084507797888894,0.0413522414927557,0.0443531806171409,0.0443531806171409,0.2021165381517236,0.0708983791028108,0.084507797888894,0.07469793180273614,0.045340898115571585,35,0.0,0.054063524750743,0.0,0.0,0.0937780679194858,0.113760209631111,0.0,0.0801771701476913,0.0751875642256812,0.0591733187604562,0.04761398554351685,0.0419174067820604,15
MP0044,0.0247304920637345,0.0368047563464247,0.0167908716062933,0.0225734595506654,0.0469623627498062,0.0459471343653178,0.0240663155211674,0.0565420025982707,0.0492101883679717,0.051046034921122,0.03746736180907737,0.013563842950622192,26,0.0105173649545991,0.0076582644592885,0.0052046641789286,0.0059069686988328,0.0134861813990517,0.0,0.0042400134072504,0.0065778248833113,0.0006295440617866,0.0105173649545991,0.006473819099764811,0.00407768715214284,15,0.0644382354597957,0.0463528164892943,0.0454536382306538,0.0620760052755899,0.0453378782467104,0.0454536382306538,0.0454536382306538,0.0831837835708498,0.0644382354597957,0.0620760052755899,0.0564263874469587,0.012222150268780235,51,0.0,0.0585422483493048,0.0,0.0,0.0880323898798959,0.0923877648652997,0.0299947615059522,0.0807455279750348,0.083419708393296,0.0814729454181596,0.05145953463869431,0.03774622251769418,14
exRNA000191,0.0420599373094793,0.0216545774425607,0.0085221222168707,0.049264672122159,0.0244101347034417,0.0311296455476917,0.0080079671496366,0.0821657916094318,0.0508172791643414,0.0561493545607843,0.03741814818263972,0.022026837355814507,27,0.0113428342446437,0.0093481328064398,0.0017339725755158,0.0,0.0133515607596798,0.0083745997899214,0.0,0.0044770484354441,0.001650329091218,0.0109103684440884,0.0061188846146951,0.0048461163010247756,16,0.1205777570352025,0.0365831041041299,0.0240239014489098,0.1477940163664771,0.0201635245485871,0.0240239014489098,0.0240239014489098,0.2045238960642785,0.1205777570352025,0.1477940163664771,0.08700857758670841,0.06508883668190325,29,0.0,0.0213018791672992,0.0,0.0,0.0482845319076731,0.0648641196089887,0.0,0.0396330515301579,0.0309831813592541,0.0151766965840557,0.022024346015742872,0.022142426100081925,26
MP0009,0.0401106104638444,0.0404467758021737,0.0239260437187288,0.0392616560891812,0.0309656445842127,0.0218140950971822,0.0270234163452577,0.0556242358082281,0.0389921655380437,0.0420260382537089,0.03601906817005614,0.009646899125466782,28,0.0188039009597284,0.00983692624403,0.0073057441974898,0.0062316682955354,0.0324624954273647,0.0,0.0251317611279385,0.0137362218764849,0.0133557612086772,0.0195774478644875,0.01464419272017364,0.009131216970130659,8,0.1075315842358276,0.07355363812718,0.0654422852915469,0.1126137031436502,0.0649838030701602,0.0654422852915469,0.0654422852915469,0.1566770746036262,0.1075315842358276,0.1126137031436502,0.09318319464345627,0.02947458907343739,25,0.0,0.04166938220919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004166938220919,0.012500814662757003,34
MP0118,0.0416122642398406,0.026241283649864,0.0148362988265213,0.0406363799642937,0.0302552516002185,0.0329833171399142,0.0145992573106287,0.0369004457502765,0.0547457100911828,0.0492727967011488,0.03420830052738891,0.012619430772368306,29,0.0,0.0012593956471481,0.0009383018679016,0.0008311053737129,0.0023022481353431,0.0018913779331471,0.0,0.0005109031815376,0.0008466254476018,0.0,0.00085799575863922,0.0007517386771523421,100,0.1248367927195222,0.0614781252181133,0.0437977719318861,0.121714396229147,0.0408583151821064,0.0437977719318861,0.0437977719318861,0.0742510681736357,0.1248367927195222,0.121714396229147,0.08010832022668521,0.03652495837069065,32,0.0,0.0173375494751559,0.0,0.0,0.0498429872808598,0.0559680798982845,0.0,0.0368969791633456,0.0388841525973713,0.0261039938742996,0.022503374228931672,0.020995486048901595,25
APOE,0.0515878256458757,0.0143197925958814,0.0076737606714326,0.0633665796417821,0.0069544137932263,0.0068473075263618,0.0075392590269855,0.0664779504073466,0.0519331959250972,0.0633821361609337,0.0340082221394923,0.025808406255001123,30,0.0,0.0002896254015872,0.000828636825335,0.0022364989067,0.0,0.0029082188663906,0.0,0.0006934457457679,0.0013386920443445,0.0,0.0008295117790125199,0.0009809307657911456,101,0.1547634769376273,0.0428605909921258,0.0226177770809566,0.1901464084828014,0.0208632413796789,0.0226177770809566,0.0226177770809566,0.1987794324019972,0.1547634769376273,0.1901464084828014,0.1020176366857529,0.07710969998863547,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109
MP0156,0.0382345314558457,0.0313963878375632,0.0295419284310605,0.0349095054806514,0.0293378853174278,0.0291110144382138,0.0291180399004132,0.0444613085408503,0.0378470295257566,0.0349095054806514,0.03388671364084339,0.004897143632908471,31,0.0,0.0047196542194392,0.0014239990198182,0.0,0.0038635562405723,0.004422186104761,0.0,0.0070781466225687,0.0012266753932065,0.0,0.0022734217600365895,0.0024229348540462294,60,0.1147035943675371,0.0906871993136345,0.0873541197012398,0.1047285164419542,0.0890529967177666,0.0873541197012398,0.0873541197012398,0.1267310159913584,0.1147035943675371,0.1047285164419542,0.10073977927454614,0.013683945320668635,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
MP0142,0.0435805558275209,0.0261352188291371,0.0141243684279592,0.0419296015700836,0.0151274438795922,0.0183312559832941,0.0134983469451986,0.0635533840601843,0.0435805558275209,0.0413048482351318,0.032116557958562275,0.016176027521344002,32,0.0,0.0055881223041448,0.0024458746114075,0.0021178408764083,0.0018029056693225,0.004494148677449,0.0,0.0015858353259222,0.0,0.0,0.0018034727464654298,0.001874359593957179,73,0.130741667482563,0.0419564112625685,0.0404950408355961,0.1239145447053956,0.0426496732577328,0.0404950408355961,0.0404950408355961,0.1750762575755455,0.130741667482563,0.1239145447053956,0.08904798889785523,0.04975090831564919,28,0.0,0.0332349258510615,0.0,0.0,0.0014994452283751,0.012701563594768,0.0,0.0150522047596588,0.0,0.0,0.006248813943386339,0.010508237060546778,32
exRNA000053,0.045884144480456,0.0222729459844104,0.0109572249702894,0.0487837962768852,0.0071432918679966,0.0111813907184852,0.0111813907184852,0.0549720368746674,0.0464331917502653,0.0487837962768852,0.03075932099188259,0.01870534320964703,33,0.0,0.004477439276825,0.0015477267559127,0.0,0.0029195916705245,0.0,0.0,0.003671988665198,0.0024689574240285,0.0,0.00150857037924887,0.0016669835553704937,83,0.1376524334413682,0.0642604827515411,0.0335441721554557,0.1463513888306558,0.0235486649149157,0.0335441721554557,0.0335441721554557,0.162446135528962,0.1376524334413682,0.1463513888306558,0.09188954442058339,0.05544843534273538,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
