ytruth,ypred
0,0.4916479835327079
1,0.4914648967623171
1,0.49531898148220416
1,0.48940477512491465
0,0.4870929265838919
0,0.5105028533777822
0,0.4751895586705978
1,0.5024674664533846
0,0.5061063208207096
1,0.4909995912946104
1,0.503152530488417
0,0.5040982084897413
0,0.5059154469175177
1,0.5051627275100912
0,0.4917888981304846
0,0.49369146082305015
0,0.48861649941361723
0,0.5032343135202381
1,0.5031673031209707
1,0.5054949757234816
1,0.5027510163141906
1,0.49924725452847923
0,0.5002151329179397
0,0.49632858100562305
1,0.5067879822985568
0,0.4894862122381015
0,0.5028343283553552
1,0.4886635289178499
1,0.5101723521166306
0,0.5069277156930558
0,0.4968394550797256
0,0.48739088813621334
0,0.5011097247003007
0,0.4897318072692569
1,0.5168977747688244
1,0.5150470864373466
1,0.5147798886235053
1,0.5087144475571075
1,0.5002116991603662
0,0.5024550481114988
0,0.48226453251547935
1,0.5040939999366841
1,0.5088889756750514
1,0.5124930745850629
0,0.4996702060096257
0,0.508464680152032
1,0.5100228858915469
0,0.501918555247624
0,0.5016338225979116
1,0.5124354514691913
1,0.508288690921895
1,0.5031346403728871
1,0.5094308854806374
1,0.5059374654889621
1,0.503160139974189
1,0.5210116041136346
1,0.5090055119676817
0,0.48974055196924576
0,0.4958948292125035
1,0.5196367647650322
0,0.4869643917160633
0,0.49766790400812616
0,0.49729711841737134
0,0.4891851637118226
0,0.49344774255575785
1,0.5049548033647666
1,0.5084685072658963
1,0.506039990576019
0,0.4891920029434916
0,0.49514894159594175
0,0.500242534808017
0,0.4854019240304749
1,0.5039189407844726
1,0.4925285142049013
0,0.49958669126117355
0,0.4884104786525358
0,0.4911199160908904
1,0.49350535946413454
1,0.5117026157153658
0,0.506785116384951
1,0.4817031172064146
1,0.4934182893778241
0,0.49869899718042304
1,0.4958197976689294
0,0.4948381877929043
0,0.48257362343615207
1,0.5043042593301529
0,0.49940686465985157
0,0.5042525517543808
0,0.503072867956349
1,0.4975381307857302
1,0.4855447919839202
0,0.4959329036233067
1,0.5003577660953953
0,0.49624511245325226
1,0.4970129064975729
0,0.4870380092517144
0,0.4940085433552382
1,0.4993548050495535
1,0.5124904783578904
0,0.5162209096320564
1,0.5180283997014308
0,0.4941040588805344
0,0.5027074942615074
1,0.5064936793213659
0,0.5008500712750961
0,0.5167689773461109
1,0.520330752434257
1,0.4973694505025334
0,0.4888208073210973
0,0.4932652227496391
0,0.48139972721692736
1,0.4999139526358843
1,0.49704065580848145
1,0.5092173519539605
0,0.5304443079131853
0,0.5089147497236091
1,0.5159960096903176
0,0.5173927810377221
1,0.5076156162731345
0,0.5096757514677959
0,0.49529952360985713
0,0.5136190942818906
1,0.5190474833647932
0,0.4916049345713297
0,0.4995999770830924
1,0.5079456661225789
0,0.5084426968937529
0,0.4921006634099289
0,0.49639854409782713
1,0.49734954535754833
0,0.48908239795324704
0,0.5074553045958498
1,0.5366293872278304
1,0.4949244382593138
0,0.49566198655961646
0,0.49699624622100025
1,0.507093639498304
1,0.5118818839102972
1,0.504583109721599
0,0.5016148953011791
0,0.5129126515129375
1,0.5343444289671375
0,0.5133955154869309
0,0.4919033582859885
1,0.5054831545682789
0,0.5143392983410487
1,0.5226504740167913
0,0.49897085616337217
0,0.5104604301927116
1,0.506141093216967
1,0.5049891261081744
1,0.51273319837009
0,0.5025751162922956
1,0.5070795735322015
1,0.5083731428421009
0,0.5148716805086888
1,0.508885581033539
0,0.5010311234895086
0,0.49988114154938146
1,0.5236706687503881
0,0.5279813153592356
1,0.5210513564203162
1,0.5142205648118385
1,0.510904651797791
0,0.49724808484108574
1,0.4979240389345152
1,0.5140898845509051
0,0.49382413882298415
0,0.4941559364018181
0,0.4924320932808702
1,0.49696974963912494
1,0.49826442706682905
0,0.49480180575863114
1,0.5294760136943388
1,0.5120221508093176
0,0.5006728370089316
0,0.4865251329333242
