MP0008	MP0009	MP0010	MP0015	MP0018	MP0021	MP0022	MP0024	MP0026	MP0034	MP0035	MP0038	MP0042	MP0043	MP0044	MP0050	MP0057	MP0064	MP0066	MP0073	MP0074	MP0075	MP0076	MP0077	MP0080	MP0082	MP0085	MP0086	MP0087	MP0088	MP0092	MP0093	MP0095	MP0098	MP0100	MP0101	MP0102	MP0103	MP0112	MP0116	MP0118	MP0119	MP0120	MP0122	MP0128	MP0131	MP0132	MP0135	MP0136	MP0138	MP0141	MP0142	MP0146	MP0150	MP0151	MP0154	MP0156	MP0159	MP0167	MP0176	MP0183	exRNA000003	exRNA000005	exRNA000035	exRNA000048	exRNA000053	exRNA000059	exRNA000066	exRNA000086	exRNA000091	exRNA000097	exRNA000099	exRNA000107	exRNA000110	exRNA000118	exRNA000145	exRNA000172	exRNA000183	exRNA000191	exRNA000210	exRNA000221	exRNA000394	exRNA000408	A2M	APOD	APOE	APOF	C3	CFH	HBA1	HBZ	IGFBP2	IGKV1.16	IGLV1.51	METTL18	MFGE8	NAP1L1	PRG4	SERPINF2	SHBG	TAGLN	TUBA4A	VTN	YWHAH	YWHAQ	subgroup_MARD	subgroup_MOD	subgroup_SIDD	subgroup_SIRD
0.5689570741510853	0.0	0.0	0.0	-0.03852687962914608	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0033538901715672994	-0.7310199494591932	0.031606991504545254	-0.020141155381861238	0.0	0.0	0.0	-0.005061112930146132	-0.0	0.0	0.10472752892957682	0.0038891519001293382	0.0	0.0	-0.04965595515503508	-0.046566549602807976	0.0	0.0	-0.0	0.0	0.36047859227399603	-0.0	-0.0	0.0	-0.0	0.002031633637312182	0.0	-0.0	0.017833540776695442	0.0	-0.0	0.0	0.01609337129343573	0.0	0.3351317653712991	0.0	-0.0	0.0	0.051964613105068676	0.0	0.0	-0.0	-0.014648270871397565	0.0	0.0	-0.07487083113506135	-0.0	-0.0	0.0	0.12549018794645583	-0.012383460930555205	0.0	-0.0	-0.0	0.040791689815283305	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.13374048709709968	0.006022929898001439	0.0	-0.0	-0.0	-0.06064853384907839	0.18206173064035408	-0.0	0.0	-0.0	-0.0	-0.11865966142859287	0.015507312108268563	0.009174315850621497	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.09961473993335329	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0
-0.09545076067864	-0.0	-0.0	-0.0	0.05805399466872303	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.00890467461097666	-0.7442544067756622	0.020001549586219247	-0.17711092941545273	0.0	0.0	0.0	0.06268512537011893	0.0	-0.0	0.06350372531213096	-0.002726728955760136	-0.0	-0.0	-0.02952008097981674	-0.01352998902941183	-0.0	0.0	-0.0	0.0	0.252647856254036	0.0	-0.0	-0.0	0.0	0.0062814392631273365	0.0	0.0	0.02664615677044629	0.0	-0.0	0.0	-0.030935287313390878	-0.0	-0.040522336744168046	-0.0	-0.0	-0.0	0.04169988110656055	0.0	0.0	-0.0	-0.05603924475637086	-0.0	-0.0	0.02568364268121334	-0.0	-0.0	0.0	-0.022808498784274406	0.5310232790588487	-0.0	0.0	-0.0	0.004258214243989016	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.01105859332470491	0.010028888046149903	-0.0	0.0	-0.0	0.03196631361706944	0.18425742252825977	-0.0	-0.0	-0.0	0.0	-0.042859554832904205	0.0002994660845103562	-0.0003272187229649991	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.09839411745603967	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0
0.5030815392178001	0.0	0.0	-0.0	0.03260453367289478	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.015172081607784473	-0.46569067383939594	-0.12719947210975394	-0.2245638425794187	-0.0	0.0	0.0	-0.04054870222865791	-0.0	0.0	-0.2539808777869012	-0.0036408946663660127	0.0	-0.0	0.005414799642366649	0.000276605725207506	0.0	-0.0	-0.0	-0.0	-0.09155958159860568	-0.0	-0.0	-0.0	-0.0	0.012356992590340923	0.0	0.0	-0.03915286122602323	0.0	0.0	0.0	0.047544753092813176	0.0	0.01045528850041894	0.0	-0.0	0.0	0.012673390246549978	0.0	-0.0	0.0	-0.060238077826908154	0.0	0.0	-0.1202508474984175	-0.0	-0.0	0.0	0.12722790444762594	0.01100077281227427	0.0	-0.0	0.0	-0.013045098274201507	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.1435628404167282	0.006613045198083867	0.0	0.0	0.0	0.0442652694195579	0.1947686096377092	-0.0	0.0	-0.0	-0.0	-0.056039018857086675	-0.0028172128526637763	-0.039591137946970195	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.4189317859634767	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0
0.0789805742658649	-0.0	-0.0	-0.0	0.08289113975814111	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.014563552873443339	-0.8931828836837125	-0.07559920361148705	-0.20419844280423688	0.0	0.0	-0.0	0.020724301607719896	0.0	-0.0	0.32233460839951894	0.013453468218160363	0.0	-0.0	0.12089957199191266	-0.07654376710815422	0.0	-0.0	0.0	-0.0	-0.08411089972947379	0.0	0.0	-0.0	0.0	0.01141774700335599	0.0	0.0	0.0004865910375885062	0.0	0.0	0.0	0.10060566818285464	-0.0	-0.026468317183564474	0.0	0.0	0.0	-0.022197444281865417	0.0	0.0	0.0	-0.05912525616882897	-0.0	-0.0	-0.09939429060715853	-0.0	-0.0	0.0	0.028893296954237535	-0.10206897646933455	0.0	-0.0	0.0	-0.024126529295578722	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.11615351789490999	0.009286904146462376	-0.0	0.0	0.0	-0.06064853384907839	0.1540618292351234	-0.0	0.0	-0.0	-0.0	-0.15938621633430544	0.004116472817356592	0.008378418999513861	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.26378744168179097	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0
-1.4713516264029238	0.0	0.0	0.0	0.002537888277101587	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.016519997144605062	-1.0603402068267056	0.031228322135847135	-0.09878754475587956	0.0	0.0	-0.0	0.00622452289209305	0.0	0.0	0.20061880413157188	0.017852402399695846	0.0	0.0	0.020040033931347442	-0.008288875293137448	-0.0	0.0	-0.0	-0.0	0.32955226902059614	-0.0	0.0	-0.0	-0.0	0.023828476799065183	0.0	0.0	0.031273419998540025	0.0	0.0	0.0	0.003017600003261996	0.0	-0.0011817675012923384	-0.0	-0.0	0.0	-0.0402917007022021	0.0	-0.0	0.0	-0.03064067027538853	0.0	0.0	-0.07688288479370753	0.0	0.0	0.0	-0.002542523606834917	0.07804052017660995	0.0	0.0	0.0	-0.01731884584956294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.02432941828084121	0.01787300141573984	0.0	0.0	0.0	0.03653858091466089	-0.1708479613126612	0.0	-0.0	0.0	-0.0	0.10890535200971632	-0.000981266194966542	-0.04519368281452815	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.45438421671882345	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0
0.5822076727619393	-0.0	0.0	-0.0	-0.01445438316017475	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.00559318167210403	0.631686537032968	0.13190918905246143	0.07347025814004621	0.0	0.0	-0.0	-0.030802380367006187	0.0	0.0	0.16590353989230808	0.001269888349726596	-0.0	-0.0	-0.022606961792046704	-0.010100235865412931	0.0	0.0	-0.0	0.0	-0.15695628211222235	-0.0	0.0	0.0	0.0	-0.018396902496727846	0.0	-0.0	0.029127396363885668	-0.0	0.0	-0.0	0.033337497053252375	0.0	0.12277021182278362	0.0	-0.0	0.0	0.0645141804435619	0.0	-0.0	0.0	-0.07957393448268664	-0.0	0.0	-0.15721125883240744	0.0	0.0	0.0	-0.0004361329853731611	-0.056560427833213724	0.0	0.0	0.0	-0.016548070571266154	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.03747989676392134	0.00848367796205445	-0.0	0.0	0.0	0.03636897124672595	0.064781541797954	0.0	-0.0	-0.0	-0.0	0.04173967735655767	0.0025677524716962215	0.009140862539660267	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.16819908497220626	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0
-0.7316870825150339	0.0	-0.0	0.0	0.05067898600873866	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.035513542569629346	-1.9217981696935293	-0.021509841666704964	-0.03866463678566508	0.0	-0.0	-0.0	0.01728238309752258	0.0	0.0	0.12724354551010938	0.016378070142042112	0.0	0.0	0.015070828755510801	-0.03096832330322956	0.0	-0.0	0.0	0.0	0.3210013120017503	0.0	-0.0	0.0	0.0	-0.013670604814421103	0.0	-0.0	-0.020907873558707064	0.0	0.0	0.0	0.053468147896041436	0.0	0.007166232731947019	0.0	0.0	0.0	0.005428563416047327	-0.0	0.0	0.0	-0.07553154040226742	0.0	-0.0	-0.314404720690781	-0.0	-0.0	0.0	-0.07156815917134533	0.09121073976720724	-0.0	0.0	-0.0	0.007798881658855508	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.07105528561342024	0.003130730897177009	0.0	0.0	-0.0	0.020068100867381655	-0.07370122856999561	0.0	-0.0	0.0	0.0	0.10163331730945062	-0.0037854853876822365	0.016078485561336987	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.27062222983972206	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0
0.8545076788774281	-0.0	0.0	-0.0	-0.0674289020091316	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0013146095323833796	0.050902705228599236	-0.0487858189530899	-0.13959002537959248	0.0	-0.0	0.0	-0.01814554685516855	-0.0	0.0	-0.08635279877835711	-0.003868266893287246	-0.0	-0.0	0.015549739854014255	-0.015653436539421205	0.0	-0.0	-0.0	-0.0	-0.05040763368260478	-0.0	0.0	0.0	0.0	0.01555681465740752	-0.0	-0.0	0.04303933475180704	0.0	-0.0	-0.0	-0.014406095229530517	0.0	0.055336120421611665	0.0	-0.0	0.0	0.07087372802333634	0.0	-0.0	-0.0	-0.18711559249072998	-0.0	0.0	-0.0670226523566018	-0.0	0.0	-0.0	-0.0913352487569396	0.2009802750051041	-0.0	0.0	0.0	-0.009093599016832168	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.45790793856146983	0.010043671334019925	0.0	0.0	0.0	0.013354247567096033	0.07556981207620686	-0.0	0.0	0.0	0.0	-0.007393683436601189	-0.01193108129168721	-0.02407734779794917	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.19599213651560993	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0
0.4130621646377362	-0.0	-0.0	-0.0	-0.08560381233919616	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.023429882063899492	0.31388337057070465	-0.05571886381369774	-0.0748711045971123	-0.0	-0.0	-0.0	0.016299238824699334	-0.0	0.0	-0.3140304892216851	0.004865336655696327	-0.0	-0.0	-0.02442432411151948	-0.010277389502181065	-0.0	0.0	-0.0	-0.0	-0.37752101190697257	-0.0	0.0	-0.0	-0.0	0.0038300830109746836	-0.0	0.0	0.013345357514085306	-0.0	0.0	-0.0	-0.09038645203251058	0.0	-0.022545087468738793	-0.0	-0.0	-0.0	0.0018590869283924454	-0.0	-0.0	-0.0	-0.0987319949778431	-0.0	0.0	0.9953005777134747	-0.0	-0.0	0.0	-0.14602567798559518	-0.5907846713926258	-0.0	0.0	0.0	-0.012992966114681691	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.013828152023045923	0.008819570701089893	-0.0	0.0	0.0	-0.06064853384907839	-0.12100399287118417	0.0	-0.0	0.0	-0.0	-0.13526535171189066	0.002389530954913743	-0.052608197341280014	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.07066070879481276	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0
0.4253364191095631	0.0	0.0	0.0	0.04384958066319109	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.030996141287182408	-0.7778898420446936	0.14102854285207522	-0.3807808757861753	-0.0	-0.0	-0.0	0.02388588268646813	-0.0	0.0	-0.18085113199581063	-0.019474669986482878	-0.0	0.0	-0.05120135346490635	0.024233040812122412	-0.0	0.0	-0.0	-0.0	-0.1771617448900179	-0.0	0.0	-0.0	0.0	-0.005055809297989422	-0.0	0.0	0.04553889579089341	-0.0	-0.0	0.0	-0.04561352374183453	-0.0	0.14470664014893755	-0.0	-0.0	0.0	-0.040841288711573324	0.0	-0.0	-0.0	-0.05711563368122072	-0.0	-0.0	-0.20813709731563185	-0.0	0.0	-0.0	-0.05676071970748345	-0.03566475176138751	-0.0	0.0	0.0	-0.009337718366049252	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.04107805729691268	0.005340560398692707	-0.0	-0.0	0.0	-0.04193383930149391	0.09731042144005743	-0.0	-0.0	0.0	-0.0	-0.27041458830786996	0.0012893340891314015	0.0523991242878657	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.35751823118987813	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0
